,Unnamed: 0,Time ,User's full name ,Affected user ,Event context ,Component ,Name of event ,Description ,Origin ,IP address 
38826,38826,1.10.2020 16:37:35,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38828,38828,1.10.2020 16:37:32,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38830,38830,1.10.2020 16:37:29,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38832,38832,1.10.2020 16:37:27,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38836,38836,1.10.2020 16:37:17,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38877,38877,1.10.2020 16:35:26,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38882,38882,1.10.2020 16:35:04,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38884,38884,1.10.2020 16:34:59,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38885,38885,1.10.2020 16:34:56,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38888,38888,1.10.2020 16:34:53,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38890,38890,1.10.2020 16:34:42,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38893,38893,1.10.2020 16:34:40,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38907,38907,1.10.2020 16:33:40,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38909,38909,1.10.2020 16:33:38,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38911,38911,1.10.2020 16:33:34,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38912,38912,1.10.2020 16:33:32,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38936,38936,1.10.2020 16:32:24,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38945,38945,1.10.2020 16:32:11,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38971,38971,1.10.2020 16:31:03,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
38974,38974,1.10.2020 16:31:02,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39052,39052,1.10.2020 16:23:34,121,121,Test: Repetition ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4029435' belonging to the user with id '153879' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39053,39053,1.10.2020 16:23:33,121,121,Test: Repetition ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4029435' for the quiz with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39054,39054,1.10.2020 16:23:16,121,-,Test: Repetition ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '768058'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39055,39055,1.10.2020 16:23:07,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39136,39136,1.10.2020 16:17:49,121,-,Hour: Worksheet ,Hour ,The content page was viewed ,The user with id '153879' has viewed the content page with id '6845' in the lesson activity with course module id '777804'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39137,39137,1.10.2020 16:17:49,121,-,Hour: Worksheet ,Hour ,The course module has been viewed. ,The user with id '153879' viewed the 'lesson' activity with course module id '777804'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39138,39138,1.10.2020 16:17:49,121,-,Hour: Worksheet ,Hour ,Study was started ,The user with id '153879' started the lesson with course module id '777804'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39157,39157,1.10.2020 16:16:00,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,2001:bb8:2002:2600:1121:2933:f577:e25e
39160,39160,1.10.2020 16:15:41,121,-,VPL Exercise: Practice Practice ,Virtual Programming Lab ,MOD_VPL: Submission Viewed ,The user with id 153879 viewed  VPL submission with id 1327977,web,2001:bb8:2002:2600:1121:2933:f577:e25e
41258,41258,30.09.2020 17:00:20,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4025481' reviewed by the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41259,41259,30.09.2020 17:00:20,121,121,Test: 5th week test ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4025481' for the quiz with course module id '753922'.,web,172.17.2.68
41260,41260,30.09.2020 17:00:20,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13815717' for the user with id '153879' for the grade item with id '101974'.,web,172.17.2.68
41261,41261,30.09.2020 17:00:20,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13837318' for the user with id '153879' for the grade item with id '101887'.,web,172.17.2.68
41262,41262,30.09.2020 17:00:20,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '14374468' for the user with id '153879' for the grade item with id '145222'.,web,172.17.2.68
41263,41263,30.09.2020 17:00:16,121,121,Test: 5th week test ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41270,41270,30.09.2020 16:58:07,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41271,41271,30.09.2020 16:57:17,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41272,41272,30.09.2020 16:57:13,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41275,41275,30.09.2020 16:54:51,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41276,41276,30.09.2020 16:54:17,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41277,41277,30.09.2020 16:54:05,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41278,41278,30.09.2020 16:52:59,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41279,41279,30.09.2020 16:52:48,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41282,41282,30.09.2020 16:50:41,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4025436' reviewed by the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41283,41283,30.09.2020 16:49:33,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41291,41291,30.09.2020 16:48:32,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025481' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41292,41292,30.09.2020 16:48:32,121,121,Test: 5th week test ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4025481' for the quiz with course module id '753922'.,web,172.17.2.68
41293,41293,30.09.2020 16:48:20,121,-,Test: 5th week test ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '753922'.,web,172.17.2.68
41294,41294,30.09.2020 16:48:16,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4025436' reviewed by the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41295,41295,30.09.2020 16:48:16,121,121,Test: 5th week test ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4025436' for the quiz with course module id '753922'.,web,172.17.2.68
41296,41296,30.09.2020 16:48:13,121,121,Test: 5th week test ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41297,41297,30.09.2020 16:47:20,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41298,41298,30.09.2020 16:46:52,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41299,41299,30.09.2020 16:46:42,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41300,41300,30.09.2020 16:46:23,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41301,41301,30.09.2020 16:45:08,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4025259' reviewed by the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41302,41302,30.09.2020 16:44:59,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41304,41304,30.09.2020 16:43:28,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41305,41305,30.09.2020 16:42:44,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41308,41308,30.09.2020 16:42:34,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41313,41313,30.09.2020 16:41:47,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41321,41321,30.09.2020 16:41:06,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025436' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41322,41322,30.09.2020 16:41:06,121,121,Test: 5th week test ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4025436' for the quiz with course module id '753922'.,web,172.17.2.68
41328,41328,30.09.2020 16:40:31,121,-,Test: 5th week test ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '753922'.,web,172.17.2.68
41329,41329,30.09.2020 16:40:22,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,172.17.2.68
41331,41331,30.09.2020 16:36:56,121,121,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '153879' viewed the user report for the course with id '500' for user with id '153879'.,web,172.17.2.68
41332,41332,30.09.2020 16:32:45,121,-,Test: 5th week test ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '753922'.,web,172.17.2.68
41334,41334,30.09.2020 16:24:23,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4025259' reviewed by the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41335,41335,30.09.2020 16:24:23,121,121,Test: 5th week test ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4025259' for the quiz with course module id '753922'.,web,172.17.2.68
41336,41336,30.09.2020 16:24:23,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13815717' for the user with id '153879' for the grade item with id '101974'.,web,172.17.2.68
41337,41337,30.09.2020 16:24:23,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13837318' for the user with id '153879' for the grade item with id '101887'.,web,172.17.2.68
41338,41338,30.09.2020 16:24:23,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '14374468' for the user with id '153879' for the grade item with id '145222'.,web,172.17.2.68
41339,41339,30.09.2020 16:24:20,121,121,Test: 5th week test ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41340,41340,30.09.2020 16:22:23,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41341,41341,30.09.2020 16:21:56,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41342,41342,30.09.2020 16:20:21,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41343,41343,30.09.2020 16:19:38,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41344,41344,30.09.2020 16:18:45,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41345,41345,30.09.2020 16:17:54,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41346,41346,30.09.2020 16:15:29,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41347,41347,30.09.2020 16:15:09,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41348,41348,30.09.2020 16:12:01,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41351,41351,30.09.2020 16:02:41,121,121,Test: 5th week test ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4025259' belonging to the user with id '153879' for the quiz with course module id '753922'.,web,172.17.2.68
41352,41352,30.09.2020 16:02:41,121,121,Test: 5th week test ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4025259' for the quiz with course module id '753922'.,web,172.17.2.68
41353,41353,30.09.2020 16:02:39,121,-,Test: 5th week test ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '753922'.,web,172.17.2.68
41354,41354,30.09.2020 16:02:35,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,172.17.2.68
41361,41361,30.09.2020 15:42:55,121,121,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '153879' viewed the user report for the course with id '500' for user with id '153879'.,web,172.17.2.68
41421,41421,30.09.2020 14:17:30,121,-,VPL Exercise: 5th week's homework ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 153879 viewed description of VPL activity with id 3099,web,172.17.2.68
41422,41422,30.09.2020 14:17:20,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,172.17.2.68
41423,41423,30.09.2020 14:17:12,121,-,VPL Exercise: 4th week's homework ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 153879 viewed description of VPL activity with id 3097,web,172.17.2.68
41424,41424,30.09.2020 14:17:05,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,172.17.2.68
41425,41425,30.09.2020 14:14:43,121,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '153879' viewed the course with id '500'.,web,172.17.2.68
43775,43775,24.09.2020 07:54:02,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4002972' reviewed by the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43776,43776,24.09.2020 07:54:02,121,121,Test: Test 4th week ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4002972' for the quiz with course module id '753921'.,web,172.17.164.184
43777,43777,24.09.2020 07:54:02,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13815717' for the user with id '153879' for the grade item with id '101974'.,web,172.17.164.184
43778,43778,24.09.2020 07:54:02,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13837318' for the user with id '153879' for the grade item with id '101887'.,web,172.17.164.184
43779,43779,24.09.2020 07:54:02,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '14309242' for the user with id '153879' for the grade item with id '145221'.,web,172.17.164.184
43780,43780,24.09.2020 07:53:57,121,121,Test: Test 4th week ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43781,43781,24.09.2020 07:53:28,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43782,43782,24.09.2020 07:52:50,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43783,43783,24.09.2020 07:52:42,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43784,43784,24.09.2020 07:52:39,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43785,43785,24.09.2020 07:52:34,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43786,43786,24.09.2020 07:52:00,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43787,43787,24.09.2020 07:51:41,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '3999746' reviewed by the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43788,43788,24.09.2020 07:51:11,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43789,43789,24.09.2020 07:51:00,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43790,43790,24.09.2020 07:50:28,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4002968' reviewed by the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43791,43791,24.09.2020 07:50:25,121,-,Test: Test 4th week ,Test ,The course module has been viewed. ,The user with id '153879' viewed the 'quiz' activity with course module id '753921'.,web,172.17.164.184
43792,43792,24.09.2020 07:50:02,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43793,43793,24.09.2020 07:49:05,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002972' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43794,43794,24.09.2020 07:49:05,121,121,Test: Test 4th week ,Test ,Test aid has been started ,The user with id '153879' has started the attempt with id '4002972' for the quiz with course module id '753921'.,web,172.17.164.184
43795,43795,24.09.2020 07:48:54,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has had their attempt with id '4002968' reviewed by the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43796,43796,24.09.2020 07:48:53,121,121,Test: Test 4th week ,Test ,The test has been performed ,The user with id '153879' has submitted the attempt with id '4002968' for the quiz with course module id '753921'.,web,172.17.164.184
43797,43797,24.09.2020 07:48:53,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13815717' for the user with id '153879' for the grade item with id '101974'.,web,172.17.164.184
43798,43798,24.09.2020 07:48:53,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '13837318' for the user with id '153879' for the grade item with id '101887'.,web,172.17.164.184
43799,43799,24.09.2020 07:48:53,121,121,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '153879' updated the grade with id '14309242' for the user with id '153879' for the grade item with id '145221'.,web,172.17.164.184
43800,43800,24.09.2020 07:48:46,121,121,Test: Test 4th week ,Test ,Test summary was reviewed ,The user with id '153879' has viewed the summary for the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43801,43801,24.09.2020 07:48:22,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43802,43802,24.09.2020 07:47:38,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43803,43803,24.09.2020 07:46:51,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43804,43804,24.09.2020 07:46:45,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43805,43805,24.09.2020 07:46:41,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43806,43806,24.09.2020 07:46:27,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43807,43807,24.09.2020 07:46:17,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43808,43808,24.09.2020 07:45:46,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43809,43809,24.09.2020 07:45:38,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
43810,43810,24.09.2020 07:44:41,121,121,Test: Test 4th week ,Test ,Test performance test was reviewed ,The user with id '153879' has viewed the attempt with id '4002968' belonging to the user with id '153879' for the quiz with course module id '753921'.,web,172.17.164.184
